Source: source_org  Target: target_org  Score  Status Correct  
https://w3id.org/scholarlydata/organisation/criteo-r-d https://w3id.org/scholarlydata/organisation/university-of-reading -1 correct
https://w3id.org/scholarlydata/organisation/nanjing-university https://w3id.org/scholarlydata/organisation/state-key-laboratory-for-novel-software-technology-nanjing-university 1 incorrect
https://w3id.org/scholarlydata/organisation/nxp https://w3id.org/scholarlydata/organisation/university-of-castilla-la-mancha -1 correct
https://w3id.org/scholarlydata/organisation/hewlett-packard-laboratories https://w3id.org/scholarlydata/organisation/university-of-zurich 1 incorrect
https://w3id.org/scholarlydata/organisation/universite-paris-sorbonne https://w3id.org/scholarlydata/organisation/universite-paris-sud-xi-orsay 1 incorrect
https://w3id.org/scholarlydata/organisation/upm https://w3id.org/scholarlydata/organisation/university-of-oslo 1 incorrect
https://w3id.org/scholarlydata/organisation/nuance-communications https://w3id.org/scholarlydata/organisation/chalmers-university-gothenburg -1 correct
https://w3id.org/scholarlydata/organisation/kaiserslautern-university-of-technology https://w3id.org/scholarlydata/organisation/university-of-new-brunswick 1 incorrect
https://w3id.org/scholarlydata/organisation/ibm-thomas-j-watson-research-center https://w3id.org/scholarlydata/organisation/wright-state-university 1 incorrect
https://w3id.org/scholarlydata/organisation/aristotle-university-of-thessaloniki https://w3id.org/scholarlydata/organisation/ghent-university 1 incorrect
https://w3id.org/scholarlydata/organisation/university-of-milano https://w3id.org/scholarlydata/organisation/jsi -1 correct
https://w3id.org/scholarlydata/organisation/delft-university-of-technology https://w3id.org/scholarlydata/organisation/hltri-at-utd -1 correct
https://w3id.org/scholarlydata/organisation/university-of-fribourg https://w3id.org/scholarlydata/organisation/university-of-sheffield 1 incorrect
https://w3id.org/scholarlydata/organisation/university-of-montpellier https://w3id.org/scholarlydata/organisation/digital-curation-unit-athena-research-centre -1 correct
https://w3id.org/scholarlydata/organisation/north-carolina-state-university https://w3id.org/scholarlydata/organisation/la-plata-university -1 correct
https://w3id.org/scholarlydata/organisation/university-of-rio-de-janeiro https://w3id.org/scholarlydata/organisation/ibm-china-research-lab -1 correct
https://w3id.org/scholarlydata/organisation/fondazione-bruno-kessler-fbk-trento https://w3id.org/scholarlydata/organisation/inria 1 incorrect
https://w3id.org/scholarlydata/organisation/university-of-karlsruhe-southeast-university https://w3id.org/scholarlydata/organisation/alcatel-lucent-bell-labs-france -1 correct
https://w3id.org/scholarlydata/organisation/yahoo-laboratories https://w3id.org/scholarlydata/organisation/yale-university 1 incorrect
https://w3id.org/scholarlydata/organisation/universidad-de-chile-computer-science-department https://w3id.org/scholarlydata/organisation/institute-of-historical-research -1 correct
https://w3id.org/scholarlydata/organisation/digital-pebble-ltd https://w3id.org/scholarlydata/organisation/sandia-national-laboratories -1 correct
https://w3id.org/scholarlydata/organisation/univ-rennes-1-and-inria https://w3id.org/scholarlydata/organisation/university-of-orsay 1 incorrect
https://w3id.org/scholarlydata/organisation/vietnam-national-university-of-hanoi https://w3id.org/scholarlydata/organisation/jobe-microsystems-university-of-guelph -1 correct
https://w3id.org/scholarlydata/organisation/deri-nui-galway https://w3id.org/scholarlydata/organisation/siren-solutions 1 incorrect
https://w3id.org/scholarlydata/organisation/nsf https://w3id.org/scholarlydata/organisation/heriot-watt-university -1 correct
https://w3id.org/scholarlydata/organisation/dfki---w3c-fellow https://w3id.org/scholarlydata/organisation/fh-potsdam-w3c-german-austrian-office 1 incorrect
https://w3id.org/scholarlydata/organisation/the-national-board-of-antiquities https://w3id.org/scholarlydata/organisation/universitaet-mannheim-institut-fuer-informatik -1 correct
https://w3id.org/scholarlydata/organisation/disi-university-of-trento https://w3id.org/scholarlydata/organisation/university-of-trento-italy 1 incorrect
https://w3id.org/scholarlydata/organisation/research-center-for-information-technology-fzi https://w3id.org/scholarlydata/organisation/siemens-ag-corporate-technology 1 incorrect
https://w3id.org/scholarlydata/organisation/epfl https://w3id.org/scholarlydata/organisation/harokopio-university 1 incorrect
https://w3id.org/scholarlydata/organisation/microsoft-research-asia https://w3id.org/scholarlydata/organisation/university-of-california-santa-barbara 1 incorrect
https://w3id.org/scholarlydata/organisation/tsinghua-u https://w3id.org/scholarlydata/organisation/indian-institute-of-science -1 correct
https://w3id.org/scholarlydata/organisation/hitachi https://w3id.org/scholarlydata/organisation/ritsumeikan-university 1 incorrect
https://w3id.org/scholarlydata/organisation/taxonomy-strategies https://w3id.org/scholarlydata/organisation/j-stefan-institute-ljubljana -1 correct
https://w3id.org/scholarlydata/organisation/freiburg-university https://w3id.org/scholarlydata/organisation/freudenberg-it 1 incorrect
https://w3id.org/scholarlydata/organisation/national-centre-for-text-mining-university-of-manc https://w3id.org/scholarlydata/organisation/visa-inc -1 correct
https://w3id.org/scholarlydata/organisation/ https://w3id.org/scholarlydata/organisation/national-technical-university-of-athens-ntua 1 incorrect
https://w3id.org/scholarlydata/organisation/florida-international-university https://w3id.org/scholarlydata/organisation/national-ict-australia -1 correct
https://w3id.org/scholarlydata/organisation/department-of-computing-and-information-technology-fudan-university https://w3id.org/scholarlydata/organisation/inria-score -1 correct
https://w3id.org/scholarlydata/organisation/krdb https://w3id.org/scholarlydata/organisation/inria-saclay-ile-de-france-and-lri-universite-paris-sud-11 -1 correct
https://w3id.org/scholarlydata/organisation/drrt-lorraine https://w3id.org/scholarlydata/organisation/linkping-university -1 correct
https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck https://w3id.org/scholarlydata/organisation/sap-ag 1 incorrect
https://w3id.org/scholarlydata/organisation/jozef-stefan-institute https://w3id.org/scholarlydata/organisation/montpellier-2-university 1 incorrect
https://w3id.org/scholarlydata/organisation/university-of-west-bohemia https://w3id.org/scholarlydata/organisation/vienna-university-of-economics-and-business-wu-wien -1 correct
https://w3id.org/scholarlydata/organisation/homi-bhabha-centre-for-science-education https://w3id.org/scholarlydata/organisation/university-of-cambridge -1 correct
https://w3id.org/scholarlydata/organisation/the-hebrew-university https://w3id.org/scholarlydata/organisation/hewlett-packard-usa -1 correct
https://w3id.org/scholarlydata/organisation/fraunhofer-fokus https://w3id.org/scholarlydata/organisation/y-labs 1 incorrect
https://w3id.org/scholarlydata/organisation/ibm-china-research-laboratory https://w3id.org/scholarlydata/organisation/shanghai-jiaotong-university-ibm-research-china 1 incorrect
https://w3id.org/scholarlydata/organisation/deri-nui-galway https://w3id.org/scholarlydata/organisation/medical-university-of-vienna-austria 1 incorrect
https://w3id.org/scholarlydata/organisation/aifb-university-of-karlsruhe https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck 1 incorrect
https://w3id.org/scholarlydata/organisation/hewlett-packard-laboratories https://w3id.org/scholarlydata/organisation/institut-aifb-universitaet-karlsruhe 1 incorrect
https://w3id.org/scholarlydata/organisation/universite-catholique-de-louvain https://w3id.org/scholarlydata/organisation/fnrs-universilte-catholique-de-louvain 1 incorrect
https://w3id.org/scholarlydata/organisation/cnr https://w3id.org/scholarlydata/organisation/cnr-istc-italy 1 incorrect
