"Source: source_org","Target: target_org","Score","Status Correct"
"https://w3id.org/scholarlydata/person/qin-lu","https://w3id.org/scholarlydata/person/chun-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/gaurav-aggarwal","https://w3id.org/scholarlydata/person/charu-aggarwal","-56.4","correct"
"https://w3id.org/scholarlydata/person/brendan-fong","https://w3id.org/scholarlydata/person/calvin-fong","100.0","incorrect"
"https://w3id.org/scholarlydata/person/markus-krause","https://w3id.org/scholarlydata/person/kai-uwe-krause","-56.4","correct"
"https://w3id.org/scholarlydata/person/claus-stadler","https://w3id.org/scholarlydata/person/rolf-stadler","-4.2","correct"
"https://w3id.org/scholarlydata/person/mary-allen","https://w3id.org/scholarlydata/person/rachel-allen","100.0","incorrect"
"https://w3id.org/scholarlydata/person/hugh-c-davis","https://w3id.org/scholarlydata/person/cornelia-davis","-56.4","correct"
"https://w3id.org/scholarlydata/person/guenter-neumann","https://w3id.org/scholarlydata/person/thomas-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/guoqian-jiang","https://w3id.org/scholarlydata/person/daxin-jiang","-4.2","correct"
"https://w3id.org/scholarlydata/person/miguel-esteban-gutierrez","https://w3id.org/scholarlydata/person/claudio-gutierrez","-100.0","correct"
"https://w3id.org/scholarlydata/person/ian-millard","https://w3id.org/scholarlydata/person/david-millard","-56.4","correct"
"https://w3id.org/scholarlydata/person/roberto-garcia","https://w3id.org/scholarlydata/person/jose-maria-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/kapil-singh","https://w3id.org/scholarlydata/person/gyanit-singh","-56.4","correct"
"https://w3id.org/scholarlydata/person/tobias-roth","https://w3id.org/scholarlydata/person/camille-roth","-56.4","correct"
"https://w3id.org/scholarlydata/person/amit-klein","https://w3id.org/scholarlydata/person/michael-klein","-56.4","correct"
"https://w3id.org/scholarlydata/person/wei-shen","https://w3id.org/scholarlydata/person/yi-dong-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/hwee-tou-ng","https://w3id.org/scholarlydata/person/vincent-ng","100.0","incorrect"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/daxin-jiang","-37.8","correct"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/dou-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/wei-hu","https://w3id.org/scholarlydata/person/xia-hu","-37.8","correct"
"https://w3id.org/scholarlydata/person/tao-sun","https://w3id.org/scholarlydata/person/aixin-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/wei-fan","https://w3id.org/scholarlydata/person/james-fan","-56.4","correct"
"https://w3id.org/scholarlydata/person/maria-smyth","https://w3id.org/scholarlydata/person/barry-smyth","-37.8","correct"
"https://w3id.org/scholarlydata/person/bridget-maher","https://w3id.org/scholarlydata/person/kevin-maher","-4.2","correct"
"https://w3id.org/scholarlydata/person/jian-tao-sun","https://w3id.org/scholarlydata/person/gordon-sun","-100.0","correct"
"https://w3id.org/scholarlydata/person/kai-uwe-sattler","https://w3id.org/scholarlydata/person/ulrike-sattler","-56.4","correct"
"https://w3id.org/scholarlydata/person/su-myeon-kim","https://w3id.org/scholarlydata/person/hak-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/simon-castillo","https://w3id.org/scholarlydata/person/carlos-castillo","100.0","incorrect"
"https://w3id.org/scholarlydata/person/thomas-schneider","https://w3id.org/scholarlydata/person/patrik-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/ljiljana-stojanovic","https://w3id.org/scholarlydata/person/nenad-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/haklae-kim","https://w3id.org/scholarlydata/person/hyunsun-kim","-4.2","correct"
"https://w3id.org/scholarlydata/person/soumen-chakrabarti","https://w3id.org/scholarlydata/person/kaushik-chakrabarti","100.0","incorrect"
"https://w3id.org/scholarlydata/person/nigel-r-shadbolt","https://w3id.org/scholarlydata/person/james-hendler","-56.4","correct"
"https://w3id.org/scholarlydata/person/yang-song","https://w3id.org/scholarlydata/person/fuqi-song","-56.4","correct"
"https://w3id.org/scholarlydata/person/xin-fan","https://w3id.org/scholarlydata/person/wei-fan","-37.8","correct"
"https://w3id.org/scholarlydata/person/jia-tao","https://w3id.org/scholarlydata/person/shu-tao","50.0","incorrect"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","8.1","incorrect"
"https://w3id.org/scholarlydata/person/andre-freitas","https://w3id.org/scholarlydata/person/fred-freitas","-4.2","correct"
"https://w3id.org/scholarlydata/person/xin-fan","https://w3id.org/scholarlydata/person/james-fan","-56.4","correct"
"https://w3id.org/scholarlydata/person/danilo-croce","https://w3id.org/scholarlydata/person/vincenzo-croce","-4.2","correct"
"https://w3id.org/scholarlydata/person/sune-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/marcos-goncalves","https://w3id.org/scholarlydata/person/bruno-goncalves","-56.4","correct"
"https://w3id.org/scholarlydata/person/helena-sofia-pinto","https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","100.0","incorrect"
"https://w3id.org/scholarlydata/person/prabhakar-raghavan","https://w3id.org/scholarlydata/person/hema-raghavan","-56.4","correct"
"https://w3id.org/scholarlydata/person/juan-a-recio-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-25.1","correct"
"https://w3id.org/scholarlydata/person/dave-lewis","https://w3id.org/scholarlydata/person/neal-lewis","100.0","incorrect"
"https://w3id.org/scholarlydata/person/brian-davis","https://w3id.org/scholarlydata/person/hugh-c-davis","0.0","incorrect"
"https://w3id.org/scholarlydata/person/yang-song","https://w3id.org/scholarlydata/person/shuangyong-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/deepayan-chakrabarti","https://w3id.org/scholarlydata/person/soumen-chakrabarti","-56.4","correct"
"https://w3id.org/scholarlydata/person/pablo-n-mendes","https://w3id.org/scholarlydata/person/emilia-mendes","0.0","incorrect"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/jatinder-singh","100.0","incorrect"
"https://w3id.org/scholarlydata/person/deepayan-chakrabarti","https://w3id.org/scholarlydata/person/kaushik-chakrabarti","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yang-song","https://w3id.org/scholarlydata/person/ruihua-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/carlos-a-iglesias","https://w3id.org/scholarlydata/person/miguel-iglesias","-100.0","correct"
"https://w3id.org/scholarlydata/person/arun-kumar","https://w3id.org/scholarlydata/person/vikash-kumar","-56.4","correct"
"https://w3id.org/scholarlydata/person/tao-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","100.0","incorrect"
"https://w3id.org/scholarlydata/person/wook-shin-han","https://w3id.org/scholarlydata/person/jiawei-han","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yunhua-hu","https://w3id.org/scholarlydata/person/xia-hu","-100.0","correct"
"https://w3id.org/scholarlydata/person/patrik-schneider","https://w3id.org/scholarlydata/person/thomas-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","https://w3id.org/scholarlydata/person/h-sofia-pinto","-25.1","correct"
"https://w3id.org/scholarlydata/person/jose-maria-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/charles-clarke","https://w3id.org/scholarlydata/person/chris-clarke","-37.8","correct"
"https://w3id.org/scholarlydata/person/maria-vanina-martinez","https://w3id.org/scholarlydata/person/kirk-martinez","-56.4","correct"
"https://w3id.org/scholarlydata/person/manuel-fernandez","https://w3id.org/scholarlydata/person/miriam-fernandez","-56.4","correct"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/kapil-singh","-37.8","correct"
