"Source: source_org","Target: target_org","Score","Status Correct"
"https://w3id.org/scholarlydata/person/brendan-fong","https://w3id.org/scholarlydata/person/calvin-fong","100.0","incorrect"
"https://w3id.org/scholarlydata/person/markus-krause","https://w3id.org/scholarlydata/person/kai-uwe-krause","-56.4","correct"
"https://w3id.org/scholarlydata/person/claus-stadler","https://w3id.org/scholarlydata/person/rolf-stadler","-4.2","correct"
"https://w3id.org/scholarlydata/person/david-lewis","https://w3id.org/scholarlydata/person/neal-lewis","-100.0","correct"
"https://w3id.org/scholarlydata/person/harshil-parikh","https://w3id.org/scholarlydata/person/nish-parikh","-100.0","correct"
"https://w3id.org/scholarlydata/person/claudia-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","100.0","incorrect"
"https://w3id.org/scholarlydata/person/vikash-kumar","https://w3id.org/scholarlydata/person/ravi-kumar","-56.4","correct"
"https://w3id.org/scholarlydata/person/miriam-fernandez","https://w3id.org/scholarlydata/person/manuel-fernandez","-56.4","correct"
"https://w3id.org/scholarlydata/person/jeon-hyung-kang","https://w3id.org/scholarlydata/person/jaewoo-kang","-56.4","correct"
"https://w3id.org/scholarlydata/person/roberto-garcia","https://w3id.org/scholarlydata/person/jose-maria-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/haklae-kim","-4.2","correct"
"https://w3id.org/scholarlydata/person/cornelia-davis","https://w3id.org/scholarlydata/person/joseph-davis","-50.0","correct"
"https://w3id.org/scholarlydata/person/alan-dix","https://w3id.org/scholarlydata/person/juergen-dix","-17.3","correct"
"https://w3id.org/scholarlydata/person/shu-tao","https://w3id.org/scholarlydata/person/ke-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/dingyi-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/bruno-goncalves","https://w3id.org/scholarlydata/person/marcos-goncalves","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/dou-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/jodi-schneider","https://w3id.org/scholarlydata/person/michael-schneider","-50.0","correct"
"https://w3id.org/scholarlydata/person/kai-uwe-sattler","https://w3id.org/scholarlydata/person/ulrike-sattler","-56.4","correct"
"https://w3id.org/scholarlydata/person/su-myeon-kim","https://w3id.org/scholarlydata/person/hak-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/neal-lewis","https://w3id.org/scholarlydata/person/dave-lewis","-83.7","correct"
"https://w3id.org/scholarlydata/person/thomas-schneider","https://w3id.org/scholarlydata/person/patrik-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/ravi-kumar","https://w3id.org/scholarlydata/person/vikash-kumar","-56.4","correct"
"https://w3id.org/scholarlydata/person/ljiljana-stojanovic","https://w3id.org/scholarlydata/person/nenad-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/wook-shin-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/soumen-chakrabarti","https://w3id.org/scholarlydata/person/kaushik-chakrabarti","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yang-song","https://w3id.org/scholarlydata/person/fuqi-song","-56.4","correct"
"https://w3id.org/scholarlydata/person/thomas-neumann","https://w3id.org/scholarlydata/person/marco-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/xin-fan","https://w3id.org/scholarlydata/person/wei-fan","-37.8","correct"
"https://w3id.org/scholarlydata/person/andres-moreno","https://w3id.org/scholarlydata/person/yamir-moreno","-4.2","correct"
"https://w3id.org/scholarlydata/person/soumen-chakrabarti","https://w3id.org/scholarlydata/person/deepayan-chakrabarti","100.0","incorrect"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","8.1","incorrect"
"https://w3id.org/scholarlydata/person/wei-fan","https://w3id.org/scholarlydata/person/xin-fan","-37.8","correct"
"https://w3id.org/scholarlydata/person/chun-lu","https://w3id.org/scholarlydata/person/qin-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/miguel-iglesias","https://w3id.org/scholarlydata/person/carlos-a-iglesias","100.0","incorrect"
"https://w3id.org/scholarlydata/person/david-millard","https://w3id.org/scholarlydata/person/ian-millard","100.0","incorrect"
"https://w3id.org/scholarlydata/person/emilia-mendes","https://w3id.org/scholarlydata/person/pablo-mendes","100.0","incorrect"
"https://w3id.org/scholarlydata/person/sune-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/marcos-goncalves","https://w3id.org/scholarlydata/person/bruno-goncalves","-56.4","correct"
"https://w3id.org/scholarlydata/person/helena-sofia-pinto","https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","100.0","incorrect"
"https://w3id.org/scholarlydata/person/prabhakar-raghavan","https://w3id.org/scholarlydata/person/hema-raghavan","-56.4","correct"
"https://w3id.org/scholarlydata/person/juan-a-recio-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-25.1","correct"
"https://w3id.org/scholarlydata/person/chengzheng-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/pavlos-fafalios","https://w3id.org/scholarlydata/person/petros-fafalios","-4.2","correct"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/jatinder-singh","100.0","incorrect"
"https://w3id.org/scholarlydata/person/hak-kim","https://w3id.org/scholarlydata/person/su-nam-kim","-17.3","correct"
"https://w3id.org/scholarlydata/person/katrin-jordan","https://w3id.org/scholarlydata/person/patrick-jordan","-37.8","correct"
"https://w3id.org/scholarlydata/person/shu-tao","https://w3id.org/scholarlydata/person/jia-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/wei-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/ioannis-antoniou","https://w3id.org/scholarlydata/person/gregoris-antoniou","-56.4","correct"
"https://w3id.org/scholarlydata/person/adrian-klein","https://w3id.org/scholarlydata/person/michael-klein","-56.4","correct"
"https://w3id.org/scholarlydata/person/charu-aggarwal","https://w3id.org/scholarlydata/person/gaurav-aggarwal","-50.0","correct"
"https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","https://w3id.org/scholarlydata/person/h-sofia-pinto","-25.1","correct"
"https://w3id.org/scholarlydata/person/asuncion-gomez-perez","https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","100.0","incorrect"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/kapil-singh","-37.8","correct"
"https://w3id.org/scholarlydata/person/jingtian-jiang","https://w3id.org/scholarlydata/person/xuxian-jiang","-100.0","correct"
"https://w3id.org/scholarlydata/person/francesco-osborne","https://w3id.org/scholarlydata/person/miles-osborne","-4.2","correct"
"https://w3id.org/scholarlydata/person/ruihua-song","https://w3id.org/scholarlydata/person/yang-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/javierd-fernandez","https://w3id.org/scholarlydata/person/manuel-fernandez","-100.0","correct"
"https://w3id.org/scholarlydata/person/amit-joshi","https://w3id.org/scholarlydata/person/parag-joshi","-56.4","correct"
"https://w3id.org/scholarlydata/person/ying-ding","https://w3id.org/scholarlydata/person/li-ding","-37.8","correct"
"https://w3id.org/scholarlydata/person/bernhard-bauer","https://w3id.org/scholarlydata/person/matthias-bauer","-4.2","correct"
"https://w3id.org/scholarlydata/person/john-tang","https://w3id.org/scholarlydata/person/jie-tang","-37.8","correct"
"https://w3id.org/scholarlydata/person/vania-vidal","https://w3id.org/scholarlydata/person/maria-esther-vidal","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yunhua-hu","https://w3id.org/scholarlydata/person/beibei-hu","-100.0","correct"
"https://w3id.org/scholarlydata/person/werner-kuhn","https://w3id.org/scholarlydata/person/tobias-kuhn","-56.4","correct"
"https://w3id.org/scholarlydata/person/jie-tang","https://w3id.org/scholarlydata/person/lei-tang","-37.8","correct"
"https://w3id.org/scholarlydata/person/carolina-fortuna","https://w3id.org/scholarlydata/person/blaz-fortuna","-56.4","correct"
"https://w3id.org/scholarlydata/person/aman-goel","https://w3id.org/scholarlydata/person/ashish-goel","-56.4","correct"
"https://w3id.org/scholarlydata/person/ramnandan-krishnamurthy","https://w3id.org/scholarlydata/person/revathy-krishnamurthy","100.0","incorrect"
"https://w3id.org/scholarlydata/person/joao-castro","https://w3id.org/scholarlydata/person/harold-castro","-100.0","correct"
"https://w3id.org/scholarlydata/person/andreas-wagner","https://w3id.org/scholarlydata/person/florian-wagner","-50.0","correct"
"https://w3id.org/scholarlydata/person/alex-simov","https://w3id.org/scholarlydata/person/kiril-simov","-50.0","correct"
"https://w3id.org/scholarlydata/person/dan-scott","https://w3id.org/scholarlydata/person/tom-scott","-4.2","correct"
"https://w3id.org/scholarlydata/person/david-martin","https://w3id.org/scholarlydata/person/clemens-martin","-50.0","correct"
"https://w3id.org/scholarlydata/person/rachel-allen","https://w3id.org/scholarlydata/person/mary-allen","-56.4","correct"
"https://w3id.org/scholarlydata/person/xueyan-jiang","https://w3id.org/scholarlydata/person/jingtian-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/panagiotis-metaxas","https://w3id.org/scholarlydata/person/takis-metaxas","-100.0","correct"
"https://w3id.org/scholarlydata/person/brian-davis","https://w3id.org/scholarlydata/person/cornelia-davis","-50.0","correct"
"https://w3id.org/scholarlydata/person/xueyan-jiang","https://w3id.org/scholarlydata/person/daxin-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/shuangyong-song","https://w3id.org/scholarlydata/person/ruihua-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/giuseppe-rizzo","https://w3id.org/scholarlydata/person/giuseppe-rizzo1","54.1","incorrect"
"https://w3id.org/scholarlydata/person/xueyan-jiang","https://w3id.org/scholarlydata/person/xuxian-jiang","8.1","incorrect"
"https://w3id.org/scholarlydata/person/ross-singer","https://w3id.org/scholarlydata/person/philipp-singer","-56.4","correct"
"https://w3id.org/scholarlydata/person/ke-tao","https://w3id.org/scholarlydata/person/shu-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/thomas-schneider","https://w3id.org/scholarlydata/person/jodi-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/daxin-jiang","https://w3id.org/scholarlydata/person/xuxian-jiang","-37.8","correct"
"https://w3id.org/scholarlydata/person/jie-tang","https://w3id.org/scholarlydata/person/john-tang","-37.8","correct"
"https://w3id.org/scholarlydata/person/haijie-gu","https://w3id.org/scholarlydata/person/guofei-gu","100.0","incorrect"
"https://w3id.org/scholarlydata/person/prithviraj-sen","https://w3id.org/scholarlydata/person/subhabrata-sen","100.0","incorrect"
"https://w3id.org/scholarlydata/person/brian-davis","https://w3id.org/scholarlydata/person/joseph-davis","100.0","incorrect"
"https://w3id.org/scholarlydata/person/carlos-rodriguez","https://w3id.org/scholarlydata/person/andrea-rodriguez","-56.4","correct"
"https://w3id.org/scholarlydata/person/jing-jiang","https://w3id.org/scholarlydata/person/jingtian-jiang","100.0","incorrect"
"https://w3id.org/scholarlydata/person/patrik-schneider","https://w3id.org/scholarlydata/person/jodi-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/jaewoo-kang","https://w3id.org/scholarlydata/person/jeon-hyung-kang","-56.4","correct"
"https://w3id.org/scholarlydata/person/ganesh-ramakrishnan","https://w3id.org/scholarlydata/person/cartic-ramakrishnan","-56.4","correct"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/xuehua-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/claudia-lehmann","https://w3id.org/scholarlydata/person/franz-lehmann","100.0","incorrect"
"https://w3id.org/scholarlydata/person/ryan-h-choi","https://w3id.org/scholarlydata/person/yejin-choi","100.0","incorrect"
"https://w3id.org/scholarlydata/person/revathy-krishnamurthy","https://w3id.org/scholarlydata/person/ramnandan-krishnamurthy","-56.4","correct"
"https://w3id.org/scholarlydata/person/james-hendler","https://w3id.org/scholarlydata/person/nigel-shadbolt","100.0","incorrect"
"https://w3id.org/scholarlydata/person/alain-mille","https://w3id.org/scholarlydata/person/simon-mille","100.0","incorrect"
"https://w3id.org/scholarlydata/person/qin-lu","https://w3id.org/scholarlydata/person/yue-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/xiaolin-shi","https://w3id.org/scholarlydata/person/shuming-shi","-56.4","correct"
"https://w3id.org/scholarlydata/person/kapil-singh","https://w3id.org/scholarlydata/person/jatinder-singh","-56.4","correct"
"https://w3id.org/scholarlydata/person/michael-fink","https://w3id.org/scholarlydata/person/eleanor-fink","-56.4","correct"
"https://w3id.org/scholarlydata/person/aixin-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","100.0","incorrect"
"https://w3id.org/scholarlydata/person/khoi-nguyen-tran","https://w3id.org/scholarlydata/person/thanh-tran","100.0","incorrect"
"https://w3id.org/scholarlydata/person/gordon-sun","https://w3id.org/scholarlydata/person/tao-sun","-100.0","correct"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/jingtian-jiang","-4.2","correct"
"https://w3id.org/scholarlydata/person/xu-ren","https://w3id.org/scholarlydata/person/yuan-ren","-37.8","correct"
"https://w3id.org/scholarlydata/person/ke-tao","https://w3id.org/scholarlydata/person/jia-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/stephen-clark","https://w3id.org/scholarlydata/person/kendall-clark","-56.4","correct"
"https://w3id.org/scholarlydata/person/jose-manuel-gomez-perez","https://w3id.org/scholarlydata/person/asuncion-gomez-perez","100.0","incorrect"
"https://w3id.org/scholarlydata/person/alicia-diaz","https://w3id.org/scholarlydata/person/fernando-diaz","-56.4","correct"
"https://w3id.org/scholarlydata/person/jing-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/suengwon-shin","https://w3id.org/scholarlydata/person/andy-shin","-100.0","correct"
