"Source: source_org","Target: target_org","Score","Status"
"https://w3id.org/scholarlydata/person/pern-hui-chia","https://w3id.org/scholarlydata/person/pernhui-chia","54.1","correct"
"https://w3id.org/scholarlydata/person/marco-casanova","https://w3id.org/scholarlydata/person/marco-a.-casanova","-37.8","incorrect"
"https://w3id.org/scholarlydata/person/danielm-herzig","https://w3id.org/scholarlydata/person/daniel-herzig","54.1","correct"
"https://w3id.org/scholarlydata/person/makoto-p-kato","https://w3id.org/scholarlydata/person/makotop-kato","54.1","correct"
"https://w3id.org/scholarlydata/person/juergen-umbrich","https://w3id.org/scholarlydata/person/jurgen-umbrich","54.1","correct"
"https://w3id.org/scholarlydata/person/valetina-presutti","https://w3id.org/scholarlydata/person/valentina-presutti","54.1","correct"
"https://w3id.org/scholarlydata/person/alejandro-a-vaisman","https://w3id.org/scholarlydata/person/alejandro-vaisman","100.0","correct"
"https://w3id.org/scholarlydata/person/fabian-suchanek","https://w3id.org/scholarlydata/person/fabianm-suchanek","54.1","correct"
"https://w3id.org/scholarlydata/person/fabianm-suchanek","https://w3id.org/scholarlydata/person/fabian-m-suchanek","54.1","correct"
"https://w3id.org/scholarlydata/person/willem-van-hage","https://w3id.org/scholarlydata/person/willem-robert-van-hage","0.0","correct"
"https://w3id.org/scholarlydata/person/francesco-saverio-nucci","https://w3id.org/scholarlydata/person/francesco-nucci","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/fabian-m-suchanek","https://w3id.org/scholarlydata/person/fabian-suchanek","8.1","correct"
"https://w3id.org/scholarlydata/person/craig-a-knoblock","https://w3id.org/scholarlydata/person/craig-knoblock","100.0","correct"
"https://w3id.org/scholarlydata/person/l-v-subramaniam","https://w3id.org/scholarlydata/person/l-venkata-subramaniam","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/gregoris-antoniou","https://w3id.org/scholarlydata/person/grigoris-antoniou","54.1","correct"
"https://w3id.org/scholarlydata/person/Oscar-corcho","https://w3id.org/scholarlydata/person/oscar-corcho","54.1","correct"
"https://w3id.org/scholarlydata/person/valentina-presutti","https://w3id.org/scholarlydata/person/valetina-presutti","54.1","correct"
"https://w3id.org/scholarlydata/person/raphael-m-reischuk","https://w3id.org/scholarlydata/person/raphaelm-reischuk","54.1","correct"
"https://w3id.org/scholarlydata/person/craig-knoblock","https://w3id.org/scholarlydata/person/craig-a-knoblock","8.1","correct"
"https://w3id.org/scholarlydata/person/luisa-leiva","https://w3id.org/scholarlydata/person/luis-a-leiva","54.1","correct"
"https://w3id.org/scholarlydata/person/ghislain-auguste-atemezing","https://w3id.org/scholarlydata/person/ghislain-atemezing","-100.0","incorrect"
"https://w3id.org/scholarlydata/person/alasdair-gray","https://w3id.org/scholarlydata/person/alasdair-j-g-gray","100.0","correct"
"https://w3id.org/scholarlydata/person/hak-kim","https://w3id.org/scholarlydata/person/haklae-kim","-37.8","incorrect"
"https://w3id.org/scholarlydata/person/fabio-gagliardi-cozman","https://w3id.org/scholarlydata/person/fabio-cozman","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/helena-sofia-pinto","https://w3id.org/scholarlydata/person/h-sofia-pinto","100.0","correct"
"https://w3id.org/scholarlydata/person/marco-antonio-casanova","https://w3id.org/scholarlydata/person/marco-casanova","-100.0","incorrect"
"https://w3id.org/scholarlydata/person/robert-jaschke","https://w3id.org/scholarlydata/person/robert-jaeschke","54.1","correct"
"https://w3id.org/scholarlydata/person/h-sofia-pinto","https://w3id.org/scholarlydata/person/helena-sofia-pinto","100.0","correct"
"https://w3id.org/scholarlydata/person/soeren-auer","https://w3id.org/scholarlydata/person/soren-auer","54.1","correct"
"https://w3id.org/scholarlydata/person/fabian-m-suchanek","https://w3id.org/scholarlydata/person/fabianm-suchanek","54.1","correct"
"https://w3id.org/scholarlydata/person/p-f-patel-schneider","https://w3id.org/scholarlydata/person/peter-patel-schneider","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/andrea-giovanni-nuzzolese","https://w3id.org/scholarlydata/person/andrea-nuzzolese","100.0","correct"
