"Source: source_org","Target: target_org","Score","Status"
"https://w3id.org/scholarlydata/person/jose-maria-garcia","https://w3id.org/scholarlydata/person/juan-a-recio-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/nenad-stojanovic","https://w3id.org/scholarlydata/person/ljiljana-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/hak-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/peter-fischer","https://w3id.org/scholarlydata/person/simon-fischer","-100.0","correct"
"https://w3id.org/scholarlydata/person/simon-fischer","https://w3id.org/scholarlydata/person/peter-fischer","-100.0","correct"
"https://w3id.org/scholarlydata/person/guenter-neumann","https://w3id.org/scholarlydata/person/thomas-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/miriam-fernandez","https://w3id.org/scholarlydata/person/manuel-fernandez","-56.4","correct"
"https://w3id.org/scholarlydata/person/maurice-rosenfeld","https://w3id.org/scholarlydata/person/roni-rosenfeld","-4.2","correct"
"https://w3id.org/scholarlydata/person/jing-jiang","https://w3id.org/scholarlydata/person/guoqian-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/ed-h-chi","https://w3id.org/scholarlydata/person/yun-chi","-50.0","correct"
"https://w3id.org/scholarlydata/person/jens-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/william-fletcher","https://w3id.org/scholarlydata/person/george-h-l-fletcher","-56.4","correct"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/jing-jiang","100.0","incorrect"
"https://w3id.org/scholarlydata/person/cornelia-davis","https://w3id.org/scholarlydata/person/brian-davis","0.0","incorrect"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/haklae-kim","-4.2","correct"
"https://w3id.org/scholarlydata/person/tobias-roth","https://w3id.org/scholarlydata/person/camille-roth","-56.4","correct"
"https://w3id.org/scholarlydata/person/maria-esther-vidal","https://w3id.org/scholarlydata/person/vania-vidal","100.0","incorrect"
"https://w3id.org/scholarlydata/person/ashish-goel","https://w3id.org/scholarlydata/person/sharad-goel","-56.4","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/dingyi-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/yejin-choi","https://w3id.org/scholarlydata/person/ryan-h-choi","-56.4","correct"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/dou-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/fred-freitas","https://w3id.org/scholarlydata/person/andre-freitas","50.0","incorrect"
"https://w3id.org/scholarlydata/person/wei-hu","https://w3id.org/scholarlydata/person/xia-hu","-37.8","correct"
"https://w3id.org/scholarlydata/person/vikash-kumar","https://w3id.org/scholarlydata/person/arun-kumar","-56.4","correct"
"https://w3id.org/scholarlydata/person/xia-hu","https://w3id.org/scholarlydata/person/beibei-hu","-4.2","correct"
"https://w3id.org/scholarlydata/person/christian-gottron","https://w3id.org/scholarlydata/person/thomas-gottron","-56.4","correct"
"https://w3id.org/scholarlydata/person/neal-lewis","https://w3id.org/scholarlydata/person/dave-lewis","-83.7","correct"
"https://w3id.org/scholarlydata/person/simon-castillo","https://w3id.org/scholarlydata/person/carlos-castillo","100.0","incorrect"
"https://w3id.org/scholarlydata/person/ljiljana-stojanovic","https://w3id.org/scholarlydata/person/nenad-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/kristen-lefevre","https://w3id.org/scholarlydata/person/marie-lefevre","-56.4","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/wook-shin-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/su-nam-kim","https://w3id.org/scholarlydata/person/hyunsun-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/nigel-r-shadbolt","https://w3id.org/scholarlydata/person/james-hendler","-56.4","correct"
"https://w3id.org/scholarlydata/person/thomas-neumann","https://w3id.org/scholarlydata/person/marco-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/xin-fan","https://w3id.org/scholarlydata/person/wei-fan","-37.8","correct"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","8.1","incorrect"
"https://w3id.org/scholarlydata/person/chun-lu","https://w3id.org/scholarlydata/person/qin-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/miguel-iglesias","https://w3id.org/scholarlydata/person/carlos-a-iglesias","100.0","incorrect"
"https://w3id.org/scholarlydata/person/david-millard","https://w3id.org/scholarlydata/person/ian-millard","100.0","incorrect"
"https://w3id.org/scholarlydata/person/su-myeon-kim","https://w3id.org/scholarlydata/person/hyunsun-kim","100.0","incorrect"
"https://w3id.org/scholarlydata/person/stuart-charlton","https://w3id.org/scholarlydata/person/eric-charlton","-56.4","correct"
"https://w3id.org/scholarlydata/person/kaushik-chakrabarti","https://w3id.org/scholarlydata/person/deepayan-chakrabarti","-56.4","correct"
"https://w3id.org/scholarlydata/person/sune-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/anna-fensel","https://w3id.org/scholarlydata/person/dieter-fensel","0.0","incorrect"
"https://w3id.org/scholarlydata/person/helena-sofia-pinto","https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","100.0","incorrect"
"https://w3id.org/scholarlydata/person/hugh-c-davis","https://w3id.org/scholarlydata/person/brian-davis","-56.4","correct"
"https://w3id.org/scholarlydata/person/juan-a-recio-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-25.1","correct"
"https://w3id.org/scholarlydata/person/chengzheng-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/dave-lewis","https://w3id.org/scholarlydata/person/neal-lewis","100.0","incorrect"
"https://w3id.org/scholarlydata/person/yang-song","https://w3id.org/scholarlydata/person/shuangyong-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/pablo-n-mendes","https://w3id.org/scholarlydata/person/emilia-mendes","0.0","incorrect"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/jatinder-singh","100.0","incorrect"
"https://w3id.org/scholarlydata/person/james-hendler","https://w3id.org/scholarlydata/person/nigel-r-shadbolt","0.0","incorrect"
"https://w3id.org/scholarlydata/person/yi-dong-shen","https://w3id.org/scholarlydata/person/wei-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/deepayan-chakrabarti","https://w3id.org/scholarlydata/person/kaushik-chakrabarti","100.0","incorrect"
"https://w3id.org/scholarlydata/person/tao-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","100.0","incorrect"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/kapil-singh","-37.8","correct"
"https://w3id.org/scholarlydata/person/su-nam-kim","https://w3id.org/scholarlydata/person/su-myeon-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/parag-joshi","https://w3id.org/scholarlydata/person/amit-joshi","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jingtian-jiang","https://w3id.org/scholarlydata/person/xuxian-jiang","-100.0","correct"
"https://w3id.org/scholarlydata/person/ruihua-song","https://w3id.org/scholarlydata/person/yang-song","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jian-tao-sun","https://w3id.org/scholarlydata/person/tao-sun","100.0","incorrect"
