"Source: source_org","Target: target_org","Score","Status"
"https://w3id.org/scholarlydata/person/pern-hui-chia","https://w3id.org/scholarlydata/person/pernhui-chia","54.1","correct"
"https://w3id.org/scholarlydata/person/ryann-lichtenwalter","https://w3id.org/scholarlydata/person/ryan-n-lichtenwalter","54.1","correct"
"https://w3id.org/scholarlydata/person/elena-simperl","https://w3id.org/scholarlydata/person/elena-paslaru-bontas-simperl","0.0","correct"
"https://w3id.org/scholarlydata/person/daniel-p-miranker","https://w3id.org/scholarlydata/person/daniel-miranker","8.1","correct"
"https://w3id.org/scholarlydata/person/juanf-sequeda","https://w3id.org/scholarlydata/person/juan-f-sequeda","54.1","correct"
"https://w3id.org/scholarlydata/person/makoto-p-kato","https://w3id.org/scholarlydata/person/makotop-kato","54.1","correct"
"https://w3id.org/scholarlydata/person/juergen-umbrich","https://w3id.org/scholarlydata/person/jurgen-umbrich","54.1","correct"
"https://w3id.org/scholarlydata/person/marco-a.-casanova","https://w3id.org/scholarlydata/person/marco-antonio-casanova","-100.0","incorrect"
"https://w3id.org/scholarlydata/person/dave-lewis","https://w3id.org/scholarlydata/person/david-lewis","100.0","correct"
"https://w3id.org/scholarlydata/person/pernhui-chia","https://w3id.org/scholarlydata/person/pern-hui-chia","54.1","correct"
"https://w3id.org/scholarlydata/person/juan-f-sequeda","https://w3id.org/scholarlydata/person/juanf-sequeda","54.1","correct"
"https://w3id.org/scholarlydata/person/johanna-volker","https://w3id.org/scholarlydata/person/johanna-voelker","54.1","correct"
"https://w3id.org/scholarlydata/person/lyndon-j-b-nixon","https://w3id.org/scholarlydata/person/lyndon-nixon","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/john-p-mccrae","https://w3id.org/scholarlydata/person/john-mccrae","100.0","correct"
"https://w3id.org/scholarlydata/person/robert-jaeschke","https://w3id.org/scholarlydata/person/robert-jaschke","54.1","correct"
"https://w3id.org/scholarlydata/person/soren-auer","https://w3id.org/scholarlydata/person/soeren-auer","54.1","correct"
"https://w3id.org/scholarlydata/person/gregoris-antoniou","https://w3id.org/scholarlydata/person/grigoris-antoniou","54.1","correct"
"https://w3id.org/scholarlydata/person/Oscar-corcho","https://w3id.org/scholarlydata/person/oscar-corcho","54.1","correct"
"https://w3id.org/scholarlydata/person/fabian-suchanek","https://w3id.org/scholarlydata/person/fabian-m-suchanek","100.0","correct"
"https://w3id.org/scholarlydata/person/valentina-presutti","https://w3id.org/scholarlydata/person/valetina-presutti","54.1","correct"
"https://w3id.org/scholarlydata/person/francesco-nucci","https://w3id.org/scholarlydata/person/francesco-saverio-nucci","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/grigoris-antoniou","https://w3id.org/scholarlydata/person/gregoris-antoniou","54.1","correct"
"https://w3id.org/scholarlydata/person/markus-krotzsch","https://w3id.org/scholarlydata/person/markus-kroetzsch","54.1","correct"
"https://w3id.org/scholarlydata/person/alasdair-j-g-gray","https://w3id.org/scholarlydata/person/alasdair-gray","100.0","correct"
"https://w3id.org/scholarlydata/person/craig-knoblock","https://w3id.org/scholarlydata/person/craig-a-knoblock","8.1","correct"
"https://w3id.org/scholarlydata/person/marco-casanova","https://w3id.org/scholarlydata/person/marco-antonio-casanova","-100.0","incorrect"
"https://w3id.org/scholarlydata/person/alasdair-gray","https://w3id.org/scholarlydata/person/alasdair-j-g-gray","100.0","correct"
"https://w3id.org/scholarlydata/person/willem-robert-van-hage","https://w3id.org/scholarlydata/person/willem-van-hage","-56.4","incorrect"
"https://w3id.org/scholarlydata/person/pablo-mendes","https://w3id.org/scholarlydata/person/pablo-n-mendes","100.0","correct"
"https://w3id.org/scholarlydata/person/robert-jaschke","https://w3id.org/scholarlydata/person/robert-jaeschke","54.1","correct"
"https://w3id.org/scholarlydata/person/uli-sattler","https://w3id.org/scholarlydata/person/ulrike-sattler","100.0","correct"
"https://w3id.org/scholarlydata/person/h-sofia-pinto","https://w3id.org/scholarlydata/person/helena-sofia-pinto","100.0","correct"
"https://w3id.org/scholarlydata/person/soeren-auer","https://w3id.org/scholarlydata/person/soren-auer","54.1","correct"
"https://w3id.org/scholarlydata/person/marco-a.-casanova","https://w3id.org/scholarlydata/person/marco-casanova","-37.8","incorrect"
"https://w3id.org/scholarlydata/person/alejandro-vaisman","https://w3id.org/scholarlydata/person/alejandro-a-vaisman","8.1","correct"
"https://w3id.org/scholarlydata/person/fabian-m-suchanek","https://w3id.org/scholarlydata/person/fabianm-suchanek","54.1","correct"
"https://w3id.org/scholarlydata/person/dmitry-mouromtsev","https://w3id.org/scholarlydata/person/dmitry-muromtsev","54.1","correct"
"https://w3id.org/scholarlydata/person/daniel-herzig","https://w3id.org/scholarlydata/person/danielm-herzig","54.1","correct"
"https://w3id.org/scholarlydata/person/lorenz-buehmann","https://w3id.org/scholarlydata/person/lorenz-buhmann","54.1","correct"
