"Source: source_org","Target: target_org","Score","Status"
"https://w3id.org/scholarlydata/person/qin-lu","https://w3id.org/scholarlydata/person/chun-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/ayumi-kato","https://w3id.org/scholarlydata/person/makoto-p-kato","-56.4","correct"
"https://w3id.org/scholarlydata/person/mary-allen","https://w3id.org/scholarlydata/person/rachel-allen","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jose-maria-garcia","https://w3id.org/scholarlydata/person/juan-a-recio-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/nenad-stojanovic","https://w3id.org/scholarlydata/person/ljiljana-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/stephen-clark","https://w3id.org/scholarlydata/person/lin-clark","-56.4","correct"
"https://w3id.org/scholarlydata/person/peter-fischer","https://w3id.org/scholarlydata/person/simon-fischer","-100.0","correct"
"https://w3id.org/scholarlydata/person/hugh-c-davis","https://w3id.org/scholarlydata/person/cornelia-davis","-56.4","correct"
"https://w3id.org/scholarlydata/person/guenter-neumann","https://w3id.org/scholarlydata/person/thomas-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/matthias-bauer","https://w3id.org/scholarlydata/person/bernhard-bauer","-56.4","correct"
"https://w3id.org/scholarlydata/person/guoqian-jiang","https://w3id.org/scholarlydata/person/daxin-jiang","-4.2","correct"
"https://w3id.org/scholarlydata/person/makotop-kato","https://w3id.org/scholarlydata/person/ayumi-kato","-100.0","correct"
"https://w3id.org/scholarlydata/person/ian-millard","https://w3id.org/scholarlydata/person/david-millard","-56.4","correct"
"https://w3id.org/scholarlydata/person/ed-h-chi","https://w3id.org/scholarlydata/person/yun-chi","-50.0","correct"
"https://w3id.org/scholarlydata/person/gordon-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","-100.0","correct"
"https://w3id.org/scholarlydata/person/william-fletcher","https://w3id.org/scholarlydata/person/george-h-l-fletcher","-56.4","correct"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/jing-jiang","100.0","incorrect"
"https://w3id.org/scholarlydata/person/matthias-wagner","https://w3id.org/scholarlydata/person/andreas-wagner","100.0","incorrect"
"https://w3id.org/scholarlydata/person/mark-hall","https://w3id.org/scholarlydata/person/wendy-hall","-56.4","correct"
"https://w3id.org/scholarlydata/person/alan-dix","https://w3id.org/scholarlydata/person/juergen-dix","-17.3","correct"
"https://w3id.org/scholarlydata/person/chris-clarke","https://w3id.org/scholarlydata/person/charles-clarke","-37.8","correct"
"https://w3id.org/scholarlydata/person/shu-tao","https://w3id.org/scholarlydata/person/ke-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/dingyi-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/wei-shen","https://w3id.org/scholarlydata/person/yi-dong-shen","-56.4","correct"
"https://w3id.org/scholarlydata/person/hwee-tou-ng","https://w3id.org/scholarlydata/person/vincent-ng","100.0","incorrect"
"https://w3id.org/scholarlydata/person/andreas-wagner","https://w3id.org/scholarlydata/person/claudia-wagner","0.0","incorrect"
"https://w3id.org/scholarlydata/person/wei-hu","https://w3id.org/scholarlydata/person/xia-hu","-37.8","correct"
"https://w3id.org/scholarlydata/person/tao-sun","https://w3id.org/scholarlydata/person/aixin-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/kai-uwe-sattler","https://w3id.org/scholarlydata/person/ulrike-sattler","-56.4","correct"
"https://w3id.org/scholarlydata/person/li-ding","https://w3id.org/scholarlydata/person/ying-ding","0.0","incorrect"
"https://w3id.org/scholarlydata/person/ljiljana-stojanovic","https://w3id.org/scholarlydata/person/nenad-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/haklae-kim","https://w3id.org/scholarlydata/person/hyunsun-kim","-4.2","correct"
"https://w3id.org/scholarlydata/person/nigel-r-shadbolt","https://w3id.org/scholarlydata/person/james-hendler","-56.4","correct"
"https://w3id.org/scholarlydata/person/thomas-neumann","https://w3id.org/scholarlydata/person/marco-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/jia-tao","https://w3id.org/scholarlydata/person/shu-tao","50.0","incorrect"
"https://w3id.org/scholarlydata/person/xuxian-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","8.1","incorrect"
"https://w3id.org/scholarlydata/person/andre-freitas","https://w3id.org/scholarlydata/person/fred-freitas","-4.2","correct"
"https://w3id.org/scholarlydata/person/su-myeon-kim","https://w3id.org/scholarlydata/person/hyunsun-kim","100.0","incorrect"
"https://w3id.org/scholarlydata/person/philipp-singer","https://w3id.org/scholarlydata/person/ross-singer","-50.0","correct"
"https://w3id.org/scholarlydata/person/guillermo-palma","https://w3id.org/scholarlydata/person/raul-palma","100.0","incorrect"
"https://w3id.org/scholarlydata/person/tom-scott","https://w3id.org/scholarlydata/person/dan-scott","-37.8","correct"
"https://w3id.org/scholarlydata/person/kaushik-chakrabarti","https://w3id.org/scholarlydata/person/deepayan-chakrabarti","-56.4","correct"
"https://w3id.org/scholarlydata/person/sune-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/helena-sofia-pinto","https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","100.0","incorrect"
"https://w3id.org/scholarlydata/person/h-sofia-pinto","https://w3id.org/scholarlydata/person/alexandre-miguel-pinto","-100.0","correct"
"https://w3id.org/scholarlydata/person/prabhakar-raghavan","https://w3id.org/scholarlydata/person/hema-raghavan","-56.4","correct"
"https://w3id.org/scholarlydata/person/juan-a-recio-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-25.1","correct"
"https://w3id.org/scholarlydata/person/oscar-diaz","https://w3id.org/scholarlydata/person/alicia-diaz","-56.4","correct"
"https://w3id.org/scholarlydata/person/dieter-fensel","https://w3id.org/scholarlydata/person/anna-fensel","-56.4","correct"
"https://w3id.org/scholarlydata/person/james-hendler","https://w3id.org/scholarlydata/person/nigel-r-shadbolt","0.0","incorrect"
"https://w3id.org/scholarlydata/person/shu-tao","https://w3id.org/scholarlydata/person/jia-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/jia-tao","https://w3id.org/scholarlydata/person/ke-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/claudio-gutierrez","https://w3id.org/scholarlydata/person/miguel-esteban-gutierrez","-100.0","correct"
"https://w3id.org/scholarlydata/person/weisong-shi","https://w3id.org/scholarlydata/person/shuming-shi","100.0","incorrect"
"https://w3id.org/scholarlydata/person/stephan-grimm","https://w3id.org/scholarlydata/person/ruediger-grimm","-4.2","correct"
"https://w3id.org/scholarlydata/person/patrik-schneider","https://w3id.org/scholarlydata/person/thomas-schneider","-56.4","correct"
"https://w3id.org/scholarlydata/person/jose-maria-garcia","https://w3id.org/scholarlydata/person/roberto-garcia","-56.4","correct"
"https://w3id.org/scholarlydata/person/oscar-diaz","https://w3id.org/scholarlydata/person/fernando-diaz","100.0","incorrect"
"https://w3id.org/scholarlydata/person/xuehua-shen","https://w3id.org/scholarlydata/person/yi-dong-shen","-50.0","correct"
"https://w3id.org/scholarlydata/person/kai-uwe-krause","https://w3id.org/scholarlydata/person/markus-krause","-56.4","correct"
"https://w3id.org/scholarlydata/person/kendall-clark","https://w3id.org/scholarlydata/person/lin-clark","-56.4","correct"
