"Source: source_org","Target: target_org","Score","Status"
"https://w3id.org/scholarlydata/person/amit-joshi","https://w3id.org/scholarlydata/person/parag-joshi","-56.4","correct"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/kapil-singh","-37.8","correct"
"https://w3id.org/scholarlydata/person/amit-singh","https://w3id.org/scholarlydata/person/gyanit-singh","-37.8","correct"
"https://w3id.org/scholarlydata/person/andreas-wagner","https://w3id.org/scholarlydata/person/claudia-wagner","0.0","incorrect"
"https://w3id.org/scholarlydata/person/andy-shin","https://w3id.org/scholarlydata/person/suengwon-shin","-100.0","correct"
"https://w3id.org/scholarlydata/person/anna-fensel","https://w3id.org/scholarlydata/person/dieter-fensel","0.0","incorrect"
"https://w3id.org/scholarlydata/person/ashish-goel","https://w3id.org/scholarlydata/person/sharad-goel","-56.4","correct"
"https://w3id.org/scholarlydata/person/beibei-hu","https://w3id.org/scholarlydata/person/yunhua-hu","-100.0","correct"
"https://w3id.org/scholarlydata/person/bernhard-bauer","https://w3id.org/scholarlydata/person/matthias-bauer","-4.2","correct"
"https://w3id.org/scholarlydata/person/brian-davis","https://w3id.org/scholarlydata/person/joseph-davis","100.0","incorrect"
"https://w3id.org/scholarlydata/person/bryan-thompson","https://w3id.org/scholarlydata/person/matt-thompson","-100.0","correct"
"https://w3id.org/scholarlydata/person/carlos-a-iglesias","https://w3id.org/scholarlydata/person/miguel-iglesias","-100.0","correct"
"https://w3id.org/scholarlydata/person/carlos-castillo","https://w3id.org/scholarlydata/person/simon-castillo","-56.4","correct"
"https://w3id.org/scholarlydata/person/carolina-fortuna","https://w3id.org/scholarlydata/person/blaz-fortuna","-56.4","correct"
"https://w3id.org/scholarlydata/person/caroline-jay","https://w3id.org/scholarlydata/person/nicolas-jay","100.0","incorrect"
"https://w3id.org/scholarlydata/person/chengzheng-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/chin-wan-chung","https://w3id.org/scholarlydata/person/jay-kuan-chieh-chung","100.0","incorrect"
"https://w3id.org/scholarlydata/person/christian-gottron","https://w3id.org/scholarlydata/person/thomas-gottron","-56.4","correct"
"https://w3id.org/scholarlydata/person/chun-lu","https://w3id.org/scholarlydata/person/qin-lu","-37.8","correct"
"https://w3id.org/scholarlydata/person/claudia-lehmann","https://w3id.org/scholarlydata/person/janette-lehmann","100.0","incorrect"
"https://w3id.org/scholarlydata/person/claudia-lehmann","https://w3id.org/scholarlydata/person/jens-lehmann","-56.4","correct"
"https://w3id.org/scholarlydata/person/claus-stadler","https://w3id.org/scholarlydata/person/rolf-stadler","-4.2","correct"
"https://w3id.org/scholarlydata/person/clemens-martin","https://w3id.org/scholarlydata/person/david-martin","-56.4","correct"
"https://w3id.org/scholarlydata/person/daniel-gerber","https://w3id.org/scholarlydata/person/alexandre-gerber","-56.4","correct"
"https://w3id.org/scholarlydata/person/deepak-agarwal","https://w3id.org/scholarlydata/person/sudhir-agarwal","100.0","incorrect"
"https://w3id.org/scholarlydata/person/dou-shen","https://w3id.org/scholarlydata/person/xuehua-shen","100.0","incorrect"
"https://w3id.org/scholarlydata/person/fernando-diaz","https://w3id.org/scholarlydata/person/alicia-diaz","-50.0","correct"
"https://w3id.org/scholarlydata/person/florian-wagner","https://w3id.org/scholarlydata/person/matthias-wagner","-56.4","correct"
"https://w3id.org/scholarlydata/person/franz-lehmann","https://w3id.org/scholarlydata/person/claudia-lehmann","0.0","incorrect"
"https://w3id.org/scholarlydata/person/fred-freitas","https://w3id.org/scholarlydata/person/andre-freitas","50.0","incorrect"
"https://w3id.org/scholarlydata/person/fuqi-song","https://w3id.org/scholarlydata/person/shuangyong-song","-56.4","correct"
"https://w3id.org/scholarlydata/person/george-h-l-fletcher","https://w3id.org/scholarlydata/person/william-fletcher","-56.4","correct"
"https://w3id.org/scholarlydata/person/giuseppe-rizzo","https://w3id.org/scholarlydata/person/giuseppe-rizzo1","54.1","incorrect"
"https://w3id.org/scholarlydata/person/giuseppe-rizzo1","https://w3id.org/scholarlydata/person/giuseppe-rizzo","54.1","incorrect"
"https://w3id.org/scholarlydata/person/gordon-sun","https://w3id.org/scholarlydata/person/jian-tao-sun","-100.0","correct"
"https://w3id.org/scholarlydata/person/guenter-neumann","https://w3id.org/scholarlydata/person/marco-neumann","100.0","incorrect"
"https://w3id.org/scholarlydata/person/guozhu-dong","https://w3id.org/scholarlydata/person/anlei-dong","100.0","incorrect"
"https://w3id.org/scholarlydata/person/haijie-gu","https://w3id.org/scholarlydata/person/guofei-gu","100.0","incorrect"
"https://w3id.org/scholarlydata/person/hugh-c-davis","https://w3id.org/scholarlydata/person/joseph-davis","-56.4","correct"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/su-nam-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/hak-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/hyunsun-kim","https://w3id.org/scholarlydata/person/su-myeon-kim","-56.4","correct"
"https://w3id.org/scholarlydata/person/james-fan","https://w3id.org/scholarlydata/person/wei-fan","-50.0","correct"
"https://w3id.org/scholarlydata/person/james-hendler","https://w3id.org/scholarlydata/person/nigel-r-shadbolt","0.0","incorrect"
"https://w3id.org/scholarlydata/person/james-hendler","https://w3id.org/scholarlydata/person/nigel-shadbolt","100.0","incorrect"
"https://w3id.org/scholarlydata/person/janette-lehmann","https://w3id.org/scholarlydata/person/claudia-lehmann","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jatinder-singh","https://w3id.org/scholarlydata/person/kapil-singh","100.0","incorrect"
"https://w3id.org/scholarlydata/person/javierd-fernandez","https://w3id.org/scholarlydata/person/manuel-fernandez","-100.0","correct"
"https://w3id.org/scholarlydata/person/javierd-fernandez","https://w3id.org/scholarlydata/person/miriam-fernandez","-100.0","correct"
"https://w3id.org/scholarlydata/person/jay-kuan-chieh-chung","https://w3id.org/scholarlydata/person/chin-wan-chung","-100.0","correct"
"https://w3id.org/scholarlydata/person/jeon-hyung-kang","https://w3id.org/scholarlydata/person/jaewoo-kang","-56.4","correct"
"https://w3id.org/scholarlydata/person/jia-tao","https://w3id.org/scholarlydata/person/shu-tao","50.0","incorrect"
"https://w3id.org/scholarlydata/person/jian-tao-sun","https://w3id.org/scholarlydata/person/aixin-sun","-56.4","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/dingyi-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/jiawei-han","https://w3id.org/scholarlydata/person/wook-shin-han","-50.0","correct"
"https://w3id.org/scholarlydata/person/jie-tang","https://w3id.org/scholarlydata/person/john-tang","-37.8","correct"
"https://w3id.org/scholarlydata/person/jing-jiang","https://w3id.org/scholarlydata/person/jingtian-jiang","100.0","incorrect"
"https://w3id.org/scholarlydata/person/jingtian-jiang","https://w3id.org/scholarlydata/person/guoqian-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/jingtian-jiang","https://w3id.org/scholarlydata/person/xueyan-jiang","-56.4","correct"
"https://w3id.org/scholarlydata/person/kai-uwe-sattler","https://w3id.org/scholarlydata/person/uli-sattler","100.0","incorrect"
"https://w3id.org/scholarlydata/person/kapil-singh","https://w3id.org/scholarlydata/person/jatinder-singh","-56.4","correct"
"https://w3id.org/scholarlydata/person/katrin-jordan","https://w3id.org/scholarlydata/person/patrick-jordan","-37.8","correct"
"https://w3id.org/scholarlydata/person/katsumi-tanaka","https://w3id.org/scholarlydata/person/yuzuru-tanaka","-56.4","correct"
"https://w3id.org/scholarlydata/person/ke-tao","https://w3id.org/scholarlydata/person/shu-tao","-37.8","correct"
"https://w3id.org/scholarlydata/person/kiril-simov","https://w3id.org/scholarlydata/person/alex-simov","-56.4","correct"
"https://w3id.org/scholarlydata/person/kirk-martinez","https://w3id.org/scholarlydata/person/maria-vanina-martinez","-56.4","correct"
"https://w3id.org/scholarlydata/person/lin-clark","https://w3id.org/scholarlydata/person/stephen-clark","-56.4","correct"
"https://w3id.org/scholarlydata/person/ljiljana-stojanovic","https://w3id.org/scholarlydata/person/nenad-stojanovic","100.0","incorrect"
"https://w3id.org/scholarlydata/person/makoto-p-kato","https://w3id.org/scholarlydata/person/ayumi-kato","-56.4","correct"
"https://w3id.org/scholarlydata/person/makotop-kato","https://w3id.org/scholarlydata/person/ayumi-kato","-100.0","correct"
"https://w3id.org/scholarlydata/person/marco-neumann","https://w3id.org/scholarlydata/person/thomas-neumann","-100.0","correct"
"https://w3id.org/scholarlydata/person/marcos-torres","https://w3id.org/scholarlydata/person/diego-torres","-100.0","correct"
"https://w3id.org/scholarlydata/person/maria-esther-vidal","https://w3id.org/scholarlydata/person/vania-vidal","100.0","incorrect"
"https://w3id.org/scholarlydata/person/maria-vanina-martinez","https://w3id.org/scholarlydata/person/kirk-martinez","-56.4","correct"
"https://w3id.org/scholarlydata/person/marie-lefevre","https://w3id.org/scholarlydata/person/kristen-lefevre","-56.4","correct"
"https://w3id.org/scholarlydata/person/markus-freitag","https://w3id.org/scholarlydata/person/dayne-freitag","-56.4","correct"
"https://w3id.org/scholarlydata/person/markus-krause","https://w3id.org/scholarlydata/person/kai-uwe-krause","-56.4","correct"
"https://w3id.org/scholarlydata/person/matt-thompson","https://w3id.org/scholarlydata/person/bryan-thompson","-100.0","correct"
