Source: source_org  Target: target_org  Score  Status Correct  
https://w3id.org/scholarlydata/organisation/ https://w3id.org/scholarlydata/organisation/vienna-university-of-economy-and-business-wu 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/criteo-r-d https://w3id.org/scholarlydata/organisation/university-of-reading -1 correctRemove link
https://w3id.org/scholarlydata/organisation/max-planck-institute-for-informatics https://w3id.org/scholarlydata/organisation/tsinghua-university 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/accenture-tech-labs https://w3id.org/scholarlydata/organisation/university-of-manchester-uk 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/royal-military-college-of-canada https://w3id.org/scholarlydata/organisation/ludwig-maximilian-university-of-munich 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/ritsumeikan-university https://w3id.org/scholarlydata/organisation/thai-computational-linguistics-laboratory 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/zhejiang-university https://w3id.org/scholarlydata/organisation/zhejiang-university-of-finance-and-economics 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/university-paris-7 https://w3id.org/scholarlydata/organisation/information-sciences-institute-university-of-southern-california -1 correctRemove link
https://w3id.org/scholarlydata/organisation/carnegie-mellon-university https://w3id.org/scholarlydata/organisation/freie-universitaet-berlin 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/knoesis-center-wright-state-university https://w3id.org/scholarlydata/organisation/wright-state-university 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/ilc-cnr-pisa https://w3id.org/scholarlydata/organisation/open-university-of-the-netherlands -1 correctRemove link
https://w3id.org/scholarlydata/organisation/upm https://w3id.org/scholarlydata/organisation/university-of-oslo 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/italy https://w3id.org/scholarlydata/organisation/universita-degli-studi-roma-tre 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/dfki-gmbh-kaiserslautern-germany https://w3id.org/scholarlydata/organisation/politenico-di-milano 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/university-of-fribourg https://w3id.org/scholarlydata/organisation/university-of-sheffield 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/harvard-medical-school https://w3id.org/scholarlydata/organisation/harvard-medical-school-department-of-neuro 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/technical-university-of-hamburg https://w3id.org/scholarlydata/organisation/tuhh 1 incorrectRemove link
https://w3id.org/scholarlydata/organisation/department-of-social-informatics-graduate-school-of-informatics-kyoto-university https://w3id.org/scholarlydata/organisation/universita-di-modena-e-reggio-emilia -1 correctRemove link
https://w3id.org/scholarlydata/organisation/university-of-illinois-at-chicago https://w3id.org/scholarlydata/organisation/ontology-engineering-group-universidad-politecnica 1 incorrectRemove link
