Source: source_org  Target: target_org  Score  Status Correct  
https://w3id.org/scholarlydata/organisation/ef-stefan-institute https://w3id.org/scholarlydata/organisation/jozef-stefan-institute 1 correct
https://w3id.org/scholarlydata/organisation/fzi-research-center-for-information-technology https://w3id.org/scholarlydata/organisation/fzi-forschungszentrum-informatik 1 correct
https://w3id.org/scholarlydata/organisation/siemens-ag https://w3id.org/scholarlydata/organisation/siemens 1 correct
https://w3id.org/scholarlydata/organisation/fondazione-bruno-kessler---fbk-irst https://w3id.org/scholarlydata/organisation/fbk-irst 1 correct
https://w3id.org/scholarlydata/organisation/eurecom https://w3id.org/scholarlydata/organisation/institute-eurecom 1 correct
https://w3id.org/scholarlydata/organisation/irit-univ-toulouse-le-mirail https://w3id.org/scholarlydata/organisation/irit-universite-toulouse-le-mirail 1 correct
https://w3id.org/scholarlydata/organisation/deri-national-university-of-ireland-galway https://w3id.org/scholarlydata/organisation/deri-nui-galway 1 correct
https://w3id.org/scholarlydata/organisation/dfki https://w3id.org/scholarlydata/organisation/german-research-center-for-artificial-intelligence-dfki 1 correct
https://w3id.org/scholarlydata/organisation/universitaet-hannover https://w3id.org/scholarlydata/organisation/university-of-hanover 1 correct
https://w3id.org/scholarlydata/organisation/epimorphics https://w3id.org/scholarlydata/organisation/epimorphics-ltd 1 correct
https://w3id.org/scholarlydata/organisation/aist https://w3id.org/scholarlydata/organisation/national-institute-of-advanced-industrial-science-and-technology-japan 1 correct
https://w3id.org/scholarlydata/organisation/iisas https://w3id.org/scholarlydata/organisation/institute-of-informatics-slovak-academy-of-sciences 1 correct
https://w3id.org/scholarlydata/organisation/tu-wien https://w3id.org/scholarlydata/organisation/vienna-university-of-technology 1 correct
https://w3id.org/scholarlydata/organisation/centria-universidade-nova-de-lisboa https://w3id.org/scholarlydata/organisation/universidade-nova-de-lisboa 1 correct
https://w3id.org/scholarlydata/organisation/mit-csail https://w3id.org/scholarlydata/organisation/massachusetts-institute-of-technology 1 correct
https://w3id.org/scholarlydata/organisation/university-of-maryland-college-park https://w3id.org/scholarlydata/organisation/university-of-maryland 1 correct
https://w3id.org/scholarlydata/organisation/fu-berlin https://w3id.org/scholarlydata/organisation/freie-universitaet-berlin 1 correct
https://w3id.org/scholarlydata/organisation/university-of-freiburg https://w3id.org/scholarlydata/organisation/freiburg-university 1 correct
https://w3id.org/scholarlydata/organisation/microsoft-corporation https://w3id.org/scholarlydata/organisation/microsoft 1 correct
