168,https://w3id.org/scholarlydata/organisation/leibniz-university-hannover,https://w3id.org/scholarlydata/organisation/leibniz-universitat-hannover,1
77,https://w3id.org/scholarlydata/organisation/university-of-trento,https://w3id.org/scholarlydata/organisation/university-of-trento-italy,1
"",https://w3id.org/scholarlydata/organisation/institute-for-scientific-interchange-isi-foundation,https://w3id.org/scholarlydata/organisation/isi-turin,1
23,https://w3id.org/scholarlydata/organisation/open-university,https://w3id.org/scholarlydata/organisation/kmi-the-open-university-uk,0
"",https://w3id.org/scholarlydata/organisation/ghent-university---iminds,https://w3id.org/scholarlydata/organisation/ghent-university---iminds---data-science-lab-belgium,1
"",https://w3id.org/scholarlydata/organisation/australian-proteome-analysis-facility,https://w3id.org/scholarlydata/organisation/csiro-australia,0
"",https://w3id.org/scholarlydata/organisation/department-of-computer-science-university-of-turin,https://w3id.org/scholarlydata/organisation/kmi-the-open-university,0
"",https://w3id.org/scholarlydata/organisation/bundeswehr-university-munich-germany,https://w3id.org/scholarlydata/organisation/university-of-southampton,0
275,https://w3id.org/scholarlydata/organisation/fzi-forschungszentruminformatik,https://w3id.org/scholarlydata/organisation/nus,0
149,https://w3id.org/scholarlydata/organisation/harvard-medical-school,https://w3id.org/scholarlydata/organisation/harvard-medical-school-department-of-neuro,0
290,https://w3id.org/scholarlydata/organisation/renault-sas,https://w3id.org/scholarlydata/organisation/maastricht-university,0
170,https://w3id.org/scholarlydata/organisation/federal-university-of-espirito-santo,https://w3id.org/scholarlydata/organisation/university-of-vigo,0
224,https://w3id.org/scholarlydata/organisation/knoesis-center-usa,https://w3id.org/scholarlydata/organisation/issco-university-of-geneva,0
"",https://w3id.org/scholarlydata/organisation/inesc-id,https://w3id.org/scholarlydata/organisation/instituto-superior-tecnico,0
"",https://w3id.org/scholarlydata/organisation/federal-university-of-minas-gerais,https://w3id.org/scholarlydata/organisation/ufmg,1
"",https://w3id.org/scholarlydata/organisation/aifb-university-of-karlsruhe,https://w3id.org/scholarlydata/organisation/sap-ag,0
50,https://w3id.org/scholarlydata/organisation/university-of-queensland,https://w3id.org/scholarlydata/organisation/the-university-of-queensland,1
"",https://w3id.org/scholarlydata/organisation/inria-university-of-grenoble,https://w3id.org/scholarlydata/organisation/universite-de-grenoble-1,1
27,https://w3id.org/scholarlydata/organisation/kmi-open-university,https://w3id.org/scholarlydata/organisation/kmi-the-open-university-uk,1
167,https://w3id.org/scholarlydata/organisation/universita-di-torino,https://w3id.org/scholarlydata/organisation/universite-di-torino,1
"",https://w3id.org/scholarlydata/organisation/pompeu-fabra-university,https://w3id.org/scholarlydata/organisation/universitat-politecnica-de-catalunya,0
209,https://w3id.org/scholarlydata/organisation/wolters-kluwer,https://w3id.org/scholarlydata/organisation/vrije-universiteit-brussel,0
"",https://w3id.org/scholarlydata/organisation/kiel-university-and-leibniz-information-center-for-economics,https://w3id.org/scholarlydata/organisation/university-of-koblenz-landau,0
237,https://w3id.org/scholarlydata/organisation/max-planck-institute-for-psycholinguistics,https://w3id.org/scholarlydata/organisation/institute-of-genomics-and-systems-biology-university-of-chicago,0
"",https://w3id.org/scholarlydata/organisation/university-of-innsbruck-at,https://w3id.org/scholarlydata/organisation/university-of-innsbruck-austria,1
7,https://w3id.org/scholarlydata/organisation/karlsruhe-institute-of-technology-kit,https://w3id.org/scholarlydata/organisation/karlsruhe-institute-of-technology,1
"",https://w3id.org/scholarlydata/organisation/leipzig-university,https://w3id.org/scholarlydata/organisation/universitat-leipzig,1
