INDEX,URI_1,URI_2,org_name_union|null,org_name_union|sqrt,org_name_max|null,org_name_max|sqrt,org_member_name_union|null,org_member_name_union|sqrt,org_member_name_max|null,org_member_name_max|sqrt,org_member_uri_union|null,org_member_uri_union|sqrt,org_member_uri_max|null,org_member_uri_max|sqrt,org_participated_event_uri_union|null,org_participated_event_uri_union|sqrt,org_participated_event_uri_max|null,org_participated_event_uri_max|sqrt,TRUTH
1,https://w3id.org/scholarlydata/organisation/cwi,https://w3id.org/scholarlydata/organisation/cwi-amsterdam,0.2,0.4472135954999579,0.01798620996209156,0.1341126763661495,0.21428571428571427,0.4629100498862757,0.11920292202211755,0.34525776171161965,0.21428571428571427,0.4629100498862757,0.11920292202211755,0.34525776171161965,0.0,0.0,0.0,0.0,1
2,https://w3id.org/scholarlydata/organisation/cnr-istc,https://w3id.org/scholarlydata/organisation/cnr-istc-italy,0.1,0.31622776601683794,0.01798620996209156,0.1341126763661495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,https://w3id.org/scholarlydata/organisation/istc-cnr,https://w3id.org/scholarlydata/organisation/cnr-istc-italy,0.1,0.31622776601683794,0.01798620996209156,0.1341126763661495,0.35294117647058826,0.5940885257860046,0.754968923981042,0.8688894774256631,0.2222222222222222,0.4714045207910317,0.4873723857533366,0.6981206097468664,0.0,0.0,0.0,0.0,1
4,https://w3id.org/scholarlydata/organisation/fluid-operations-ag,https://w3id.org/scholarlydata/organisation/fluid-operations,0.5,0.7071067811865476,0.01798620996209156,0.1341126763661495,0.15384615384615385,0.3922322702763681,0.04742587317756678,0.21777482218467492,0.18181818181818182,0.4264014327112209,0.04742587317756678,0.21777482218467492,0.0,0.0,0.0,0.0,1
5,https://w3id.org/scholarlydata/organisation/university-of-freiburg,https://w3id.org/scholarlydata/organisation/freiburg-university,0.25,0.5,0.01798620996209156,0.1341126763661495,0.08333333333333333,0.28867513459481287,0.1,0.31622776601683794,0.08333333333333333,0.28867513459481287,0.1,0.31622776601683794,0.0,0.0,0.0,0.0,1
6,https://w3id.org/scholarlydata/organisation/deri-national-university-of-ireland-galway,https://w3id.org/scholarlydata/organisation/deri-nui-galway,0.041666666666666664,0.2041241452319315,0.01798620996209156,0.1341126763661495,0.011627906976744186,0.10783277320343841,0.02371293658878339,0.15399005353847822,0.012345679012345678,0.1111111111111111,0.02371293658878339,0.15399005353847822,0.0,0.0,0.0,0.0,1
7,https://w3id.org/scholarlydata/organisation/karlsruhe-institute-of-technology-kit,https://w3id.org/scholarlydata/organisation/karlsruhe-institute-of-technology,0.16666666666666666,0.408248290463863,0.01798620996209156,0.1341126763661495,0.03773584905660377,0.19425717247145283,0.2,0.4472135954999579,0.020833333333333332,0.14433756729740643,0.1,0.31622776601683794,0.07692307692307693,0.2773500981126146,0.0794686146814117,0.281901781976297,1
8,https://w3id.org/scholarlydata/organisation/free-university-of-berlin,https://w3id.org/scholarlydata/organisation/freie-universitaet-berlin,0.14285714285714285,0.3779644730092272,0.01798620996209156,0.1341126763661495,0.3076923076923077,0.5547001962252291,0.872901146700363,0.9342917888434871,0.2857142857142857,0.5345224838248488,0.754968923981042,0.8688894774256631,0.0,0.0,0.0,0.0,1
9,https://w3id.org/scholarlydata/organisation/national-university-of-ireland-galway,https://w3id.org/scholarlydata/organisation/deri-nui-galway,0.041666666666666664,0.2041241452319315,0.01798620996209156,0.1341126763661495,0.03409090909090909,0.1846372364689991,0.36552928931500245,0.6045901829462685,0.023809523809523808,0.1543033499620919,0.2436861928766683,0.49364581723809664,0.0,0.0,0.0,0.0,0
10,https://w3id.org/scholarlydata/organisation/fu-berlin,https://w3id.org/scholarlydata/organisation/freie-universitaet-berlin,0.14285714285714285,0.3779644730092272,0.01798620996209156,0.1341126763661495,0.04,0.2,0.01798620996209156,0.1341126763661495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,https://w3id.org/scholarlydata/organisation/cnr,https://w3id.org/scholarlydata/organisation/cnr-istc-italy,0.1,0.31622776601683794,0.01798620996209156,0.1341126763661495,0.11764705882352941,0.3429971702850177,0.0794686146814117,0.281901781976297,0.11764705882352941,0.3429971702850177,0.0794686146814117,0.281901781976297,0.0,0.0,0.0,0.0,0
12,https://w3id.org/scholarlydata/organisation/gesis-leibniz-institute-for-the-social-sciences,https://w3id.org/scholarlydata/organisation/university-of-koblenz-landau,0.1,0.31622776601683794,0.02371293658878339,0.15399005353847822,0.05,0.22360679774997896,0.1537945615183898,0.3921664971901473,0.047619047619047616,0.21821789023599236,0.1537945615183898,0.3921664971901473,0.34782608695652173,0.5897678246195885,0.725474455886084,0.8517478828186683,0
13,https://w3id.org/scholarlydata/organisation/eurecom,https://w3id.org/scholarlydata/organisation/institute-eurecom,0.5,0.7071067811865476,0.01798620996209156,0.1341126763661495,0.2,0.4472135954999579,0.0794686146814117,0.281901781976297,0.14285714285714285,0.3779644730092272,0.0794686146814117,0.281901781976297,0.07692307692307693,0.2773500981126146,0.06723535534249878,0.25929781206654784,1
14,https://w3id.org/scholarlydata/organisation/aifb-karlsruhe-institute-of-technology,https://w3id.org/scholarlydata/organisation/institut-aifb-universitaet-karlsruhe,0.047619047619047616,0.21821789023599236,0.01798620996209156,0.1341126763661495,0.05,0.22360679774997896,0.04742587317756678,0.21777482218467492,0.06060606060606061,0.24618298195866548,0.04742587317756678,0.21777482218467492,0.0,0.0,0.0,0.0,1
15,https://w3id.org/scholarlydata/organisation/gesis---leibniz-institute-for-the-social-sciences,https://w3id.org/scholarlydata/organisation/gesis-leibniz-institute-for-the-social-sciences,0.5,0.7071067811865476,0.01798620996209156,0.1341126763661495,0.07142857142857142,0.2672612419124244,0.02371293658878339,0.15399005353847822,0.07142857142857142,0.2672612419124244,0.02371293658878339,0.15399005353847822,0.08333333333333333,0.28867513459481287,0.02371293658878339,0.15399005353847822,1
16,https://w3id.org/scholarlydata/organisation/gesis---leibniz-institute-for-the-social-sciences,https://w3id.org/scholarlydata/organisation/university-of-koblenz-landau,0.1111111111111111,0.3333333333333333,0.01798620996209156,0.1341126763661495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.21821789023599236,0.02371293658878339,0.15399005353847822,0
17,https://w3id.org/scholarlydata/organisation/inria,https://w3id.org/scholarlydata/organisation/inria-rhone-alpes,0.5,0.7071067811865476,0.01798620996209156,0.1341126763661495,0.14634146341463414,0.38254602783800296,0.4285185451817201,0.6546132791058551,0.14285714285714285,0.3779644730092272,0.4285185451817201,0.6546132791058551,0.09090909090909091,0.30151134457776363,0.18749686848340352,0.43300908591322135,1
18,https://w3id.org/scholarlydata/organisation/knowledge-media-institute-the-open-university,https://w3id.org/scholarlydata/organisation/kmi-the-open-university-uk,0.09090909090909091,0.30151134457776363,0.01798620996209156,0.1341126763661495,0.18867924528301888,0.4343722427630694,0.4999998470488865,0.7071066730337697,0.14545454545454545,0.3813850356982369,0.421052281461883,0.6488854147396773,0.0,0.0,0.0,0.0,1
