INDEX,URI_1,URI_2,per_from_org_name_union|null,per_from_org_name_union|sqrt,per_from_org_name_max|null,per_from_org_name_max|sqrt,per_from_org_name_lev|null,per_from_org_name_lev|sqrt,per_from_org_uri_union|null,per_from_org_uri_union|sqrt,per_from_org_uri_max|null,per_from_org_uri_max|sqrt,per_from_org_uri_lev|null,per_from_org_uri_lev|sqrt,per_name_union|null,per_name_union|sqrt,per_name_max|null,per_name_max|sqrt,per_name_lev|null,per_name_lev|sqrt,per_participated_event_uri_union|null,per_participated_event_uri_union|sqrt,per_participated_event_uri_max|null,per_participated_event_uri_max|sqrt,per_participated_event_uri_lev|null,per_participated_event_uri_lev|sqrt,per_published_work_uri_union|null,per_published_work_uri_union|sqrt,per_published_work_uri_max|null,per_published_work_uri_max|sqrt,per_published_work_uri_lev|null,per_published_work_uri_lev|sqrt,per_role_at_event_uri_union|null,per_role_at_event_uri_union|sqrt,per_role_at_event_uri_max|null,per_role_at_event_uri_max|sqrt,per_role_at_event_uri_lev|null,per_role_at_event_uri_lev|sqrt,per_published_work_coauthor_union|null,per_published_work_coauthor_union|sqrt,per_published_work_coauthor_max|null,per_published_work_coauthor_max|sqrt,per_published_work_coauthor_lev|null,per_published_work_coauthor_lev|sqrt,per_published_work_bow_union|null,per_published_work_bow_union|sqrt,per_published_work_bow_max|null,per_published_work_bow_max|sqrt,TRUTH
1,https://w3id.org/scholarlydata/person/gregoris-antoniou,https://w3id.org/scholarlydata/person/grigoris-antoniou,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9411764740943909,0.9411764740943909,0.0,0.0,0.0,0.0,0.9607843160629272,0.9607843160629272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830508232116699,0.9830508232116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,https://w3id.org/scholarlydata/person/gregoris-antoniou,https://w3id.org/scholarlydata/person/grigoris-antoniou,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9411764740943909,0.9411764740943909,0.0,0.0,0.0,0.0,0.9607843160629272,0.9607843160629272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830508232116699,0.9830508232116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,https://w3id.org/scholarlydata/person/grigoris-antoniou,https://w3id.org/scholarlydata/person/gregoris-antoniou,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9411764740943909,0.9411764740943909,0.0,0.0,0.0,0.0,0.9607843160629272,0.9607843160629272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830508232116699,0.9830508232116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,https://w3id.org/scholarlydata/person/grigoris-antoniou,https://w3id.org/scholarlydata/person/gregoris-antoniou,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9411764740943909,0.9411764740943909,0.0,0.0,0.0,0.0,0.9607843160629272,0.9607843160629272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830508232116699,0.9830508232116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,https://w3id.org/scholarlydata/person/ghislain-atemezing,https://w3id.org/scholarlydata/person/ghislain-auguste-atemezing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652484893799,0.8695652484893799,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.8655055562655131,0.8655055562655131,0.003076923076923077,0.05547001962252291,0.1111111111111111,0.3333333333333333,1
6,https://w3id.org/scholarlydata/person/ghislain-auguste-atemezing,https://w3id.org/scholarlydata/person/ghislain-atemezing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692307710647583,0.692307710647583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652484893799,0.8695652484893799,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.8655055562655131,0.8655055562655131,0.003076923076923077,0.05547001962252291,0.1111111111111111,0.3333333333333333,1
7,https://w3id.org/scholarlydata/person/soeren-auer,https://w3id.org/scholarlydata/person/soren-auer,0.18181818181818182,0.4264014327112209,0.5,0.7071067811865476,0.9230769276618958,0.9230769276618958,0.2222222222222222,0.4714045207910317,0.5,0.7071067811865476,0.9683035761117935,0.9683035761117935,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.03571428571428571,0.1889822365046136,0.25,0.5,0.9727272540330887,0.9727272540330887,0.0,0.0,0.0,0.0,0.8631271975381034,0.8631271975381034,0.0625,0.25,0.3333333333333333,0.5773502691896257,0.8960506916046143,0.8960506916046143,0.10975609756097561,0.3312945782245396,0.375,0.6123724356957945,0.8934593051671982,0.8934593051671982,0.10262390670553936,0.32034966318936464,0.5238095238095238,0.7237468644557459,1
8,https://w3id.org/scholarlydata/person/soeren-auer,https://w3id.org/scholarlydata/person/soren-auer,0.18181818181818182,0.4264014327112209,0.5,0.7071067811865476,0.9230769276618958,0.9230769276618958,0.2222222222222222,0.4714045207910317,0.5,0.7071067811865476,0.9683035761117935,0.9683035761117935,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.03571428571428571,0.1889822365046136,0.25,0.5,0.9727272540330887,0.9727272540330887,0.0,0.0,0.0,0.0,0.8631271975381034,0.8631271975381034,0.0625,0.25,0.3333333333333333,0.5773502691896257,0.8960506916046143,0.8960506916046143,0.10975609756097561,0.3312945782245396,0.375,0.6123724356957945,0.8934593051671982,0.8934593051671982,0.10262390670553936,0.32034966318936464,0.5238095238095238,0.7237468644557459,1
9,https://w3id.org/scholarlydata/person/soren-auer,https://w3id.org/scholarlydata/person/soeren-auer,0.18181818181818182,0.4264014327112209,0.5,0.7071067811865476,0.9230769276618958,0.9230769276618958,0.2222222222222222,0.4714045207910317,0.5,0.7071067811865476,0.9683035761117935,0.9683035761117935,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.03571428571428571,0.1889822365046136,0.25,0.5,0.9727272540330887,0.9727272540330887,0.0,0.0,0.0,0.0,0.8631271975381034,0.8631271975381034,0.0625,0.25,0.3333333333333333,0.5773502691896257,0.8960506916046143,0.8960506916046143,0.10975609756097561,0.3312945782245396,0.375,0.6123724356957945,0.8934593051671982,0.8934593051671982,0.10262390670553936,0.32034966318936464,0.5238095238095238,0.7237468644557459,1
10,https://w3id.org/scholarlydata/person/soren-auer,https://w3id.org/scholarlydata/person/soeren-auer,0.18181818181818182,0.4264014327112209,0.5,0.7071067811865476,0.9230769276618958,0.9230769276618958,0.2222222222222222,0.4714045207910317,0.5,0.7071067811865476,0.9683035761117935,0.9683035761117935,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.03571428571428571,0.1889822365046136,0.25,0.5,0.9727272540330887,0.9727272540330887,0.0,0.0,0.0,0.0,0.8631271975381034,0.8631271975381034,0.0625,0.25,0.3333333333333333,0.5773502691896257,0.8960506916046143,0.8960506916046143,0.10975609756097561,0.3312945782245396,0.375,0.6123724356957945,0.8934593051671982,0.8934593051671982,0.10262390670553936,0.32034966318936464,0.5238095238095238,0.7237468644557459,1
11,https://w3id.org/scholarlydata/person/lorenz-buehmann,https://w3id.org/scholarlydata/person/lorenz-buhmann,0.6666666666666666,0.816496580927726,0.8,0.8944271909999159,0.8519999980926514,0.8519999980926514,0.25,0.5,0.5,0.7071067811865476,0.8692307472229004,0.8692307472229004,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9636363387107849,0.9636363387107849,0.0,0.0,0.0,0.0,0.8714202493429184,0.8714202493429184,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.12903225806451613,0.3592106040535498,0.4,0.6324555320336759,0.8912292838096618,0.8912292838096618,0.1460373998219056,0.38214840026082225,0.36444444444444446,0.6036923425424945,1
12,https://w3id.org/scholarlydata/person/lorenz-buhmann,https://w3id.org/scholarlydata/person/lorenz-buehmann,0.6666666666666666,0.816496580927726,0.8,0.8944271909999159,0.8867924571037292,0.8867924571037292,0.25,0.5,0.5,0.7071067811865476,0.8692307472229004,0.8692307472229004,0.5,0.7071067811865476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9636363387107849,0.9636363387107849,0.0,0.0,0.0,0.0,0.8714202493429184,0.8714202493429184,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.12903225806451613,0.3592106040535498,0.4,0.6324555320336759,0.8912292838096618,0.8912292838096618,0.1460373998219056,0.38214840026082225,0.36444444444444446,0.6036923425424945,1
13,https://w3id.org/scholarlydata/person/amparo-e-cano,https://w3id.org/scholarlydata/person/amparo-e.-cano,0.13333333333333333,0.3651483716701107,0.6666666666666666,0.816496580927726,1.0,1.0,0.0,0.0,0.0,0.0,0.7095505595207214,0.7095505595207214,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9090909063816071,0.9090909063816071,0.0,0.0,0.0,0.0,0.5784313678741455,0.5784313678741455,0.0,0.0,0.0,0.0,0.9836065769195557,0.9836065769195557,0.0,0.0,0.0,0.0,0.8062264025211334,0.8062264025211334,0.03296703296703297,0.18156825980064073,0.11842105263157894,0.34412360080584264,1
14,https://w3id.org/scholarlydata/person/amparo-e.-cano,https://w3id.org/scholarlydata/person/amparo-e-cano,0.13333333333333333,0.3651483716701107,0.6666666666666666,0.816496580927726,1.0,1.0,0.0,0.0,0.0,0.0,0.6881220042705536,0.6881220042705536,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9090909063816071,0.9090909063816071,0.0,0.0,0.0,0.0,0.5784313678741455,0.5784313678741455,0.0,0.0,0.0,0.0,0.9836065769195557,0.9836065769195557,0.0,0.0,0.0,0.0,0.8062264025211334,0.8062264025211334,0.03296703296703297,0.18156825980064073,0.11842105263157894,0.34412360080584264,1
15,https://w3id.org/scholarlydata/person/marco-a.-casanova,https://w3id.org/scholarlydata/person/marco-antonio-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.7272727489471436,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092272,1.0,1.0,1.0,1.0,0.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16,https://w3id.org/scholarlydata/person/marco-a.-casanova,https://w3id.org/scholarlydata/person/marco-antonio-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.7272727489471436,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092272,1.0,1.0,1.0,1.0,0.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,https://w3id.org/scholarlydata/person/marco-a.-casanova,https://w3id.org/scholarlydata/person/marco-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294222831726,0.8235294222831726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,https://w3id.org/scholarlydata/person/marco-antonio-casanova,https://w3id.org/scholarlydata/person/marco-a.-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.7272727489471436,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092272,1.0,1.0,1.0,1.0,0.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,https://w3id.org/scholarlydata/person/marco-antonio-casanova,https://w3id.org/scholarlydata/person/marco-a.-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727489471436,0.7272727489471436,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092272,1.0,1.0,1.0,1.0,0.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,https://w3id.org/scholarlydata/person/marco-antonio-casanova,https://w3id.org/scholarlydata/person/marco-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636255264282,0.6363636255264282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.7857871651649475,0.7857871651649475,0.03225806451612903,0.1796053020267749,0.2222222222222222,0.4714045207910317,1
21,https://w3id.org/scholarlydata/person/marco-antonio-casanova,https://w3id.org/scholarlydata/person/marco-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636255264282,0.6363636255264282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.7857871651649475,0.7857871651649475,0.03225806451612903,0.1796053020267749,0.2222222222222222,0.4714045207910317,1
22,https://w3id.org/scholarlydata/person/marco-casanova,https://w3id.org/scholarlydata/person/marco-a.-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294222831726,0.8235294222831726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,https://w3id.org/scholarlydata/person/marco-casanova,https://w3id.org/scholarlydata/person/marco-antonio-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636255264282,0.6363636255264282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.7857871651649475,0.7857871651649475,0.03225806451612903,0.1796053020267749,0.2222222222222222,0.4714045207910317,1
24,https://w3id.org/scholarlydata/person/marco-casanova,https://w3id.org/scholarlydata/person/marco-antonio-casanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636255264282,0.6363636255264282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552238583564758,0.9552238583564758,0.0,0.0,0.0,0.0,0.9803921580314636,0.9803921580314636,0.0,0.0,0.0,0.0,0.7857871651649475,0.7857871651649475,0.03225806451612903,0.1796053020267749,0.2222222222222222,0.4714045207910317,1
25,https://w3id.org/scholarlydata/person/pern-hui-chia,https://w3id.org/scholarlydata/person/pernhui-chia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,https://w3id.org/scholarlydata/person/pernhui-chia,https://w3id.org/scholarlydata/person/pern-hui-chia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769276618958,0.9230769276618958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
